	Name_neighbourhood_group	neighbourhood_group	Name_neighbourhood	neighbourhood	Name_room_type	room_type	Name_bed_type	bed_type	Name_risk_rating	risk_rating	Name_cancellation_policy	cancellation_policy	neighbourhood_group	neighbourhood	room_type
252	Central Region	0	Bishan	2	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	2	2
253	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
254	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	0
255	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	2
256	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	flexible	0	2	30	2
257	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
258	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
259	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
260	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
261	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	flexible	0	0	28	2
262	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
263	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
264	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
265	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
266	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
267	West Region	4	Clementi	9	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	4	9	0
268	North-East Region	3	Ang Mo Kio	0	Private room	2	Real Bed	4	High risk	0	moderate	1	3	0	2
269	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	27	0
270	North Region	2	Sembawang	30	Private room	2	Real Bed	4	Low risk	1	flexible	0	2	30	2
271	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	6	2
272	East Region	1	Pasir Ris	24	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	1	24	0
273	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
274	Central Region	0	Museum	19	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	19	2
275	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	moderate	1	0	29	2
276	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	12	2
277	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
278	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
279	Central Region	0	Toa Payoh	38	Shared room	3	Real Bed	4	Low risk	1	flexible	0	0	38	3
280	Central Region	0	Orchard	22	Private room	2	Real Bed	4	High risk	0	super_strict_30	3	0	22	2
281	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	moderate	1	0	2	2
282	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
283	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
284	Central Region	0	Outram	23	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	23	3
285	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	12	2
286	Central Region	0	Singapore River	33	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	33	0
288	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
289	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
290	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
291	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	moderate	1	0	28	2
292	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
293	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	1	1	0
294	Central Region	0	Toa Payoh	38	Private room	2	Real Bed	4	High risk	0	moderate	1	0	38	2
295	North-East Region	3	Ang Mo Kio	0	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	0	2
296	West Region	4	Clementi	9	Private room	2	Futon	2	High risk	0	strict_14_with_grace_period	2	4	9	2
297	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
298	West Region	4	Choa Chu Kang	8	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	8	0
299	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
300	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	2
301	Central Region	0	Bukit Merah	4	Private room	2	Pull-out Sofa	3	High risk	0	strict_14_with_grace_period	2	0	4	2
302	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
303	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
304	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	2
305	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	23	0
306	East Region	1	Bedok	1	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	1	1	2
307	Central Region	0	Bishan	2	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	2	2
308	North Region	2	Central Water Catchment	7	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	2	7	2
309	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
310	East Region	1	Bedok	1	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	1	1	2
311	East Region	1	Bedok	1	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	1	1	2
312	East Region	1	Bedok	1	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	1	1	2
313	Central Region	0	Bishan	2	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	2	2
314	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	4	0
315	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
316	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
317	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
318	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
319	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
320	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	21	0
321	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
322	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	23	2
323	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
324	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
325	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	29	0
326	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	29	0
327	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	High risk	0	flexible	0	0	33	2
328	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	29	0
329	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	29	0
330	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	29	0
331	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	29	0
332	West Region	4	Jurong West	14	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	14	2
333	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
334	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	moderate	1	1	1	2
335	North-East Region	3	Serangoon	32	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	32	2
336	North Region	2	Yishun	41	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	41	2
337	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
338	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	2
339	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
340	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	moderate	1	0	11	2
341	West Region	4	Choa Chu Kang	8	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	4	8	0
342	East Region	1	Tampines	36	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	36	2
343	Central Region	0	Novena	21	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	21	2
344	Central Region	0	Novena	21	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	21	2
345	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
347	West Region	4	Jurong West	14	Private room	2	Real Bed	4	Medium risk	2	flexible	0	4	14	2
348	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	6	2
349	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	30	2
351	North Region	2	Woodlands	40	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	2	40	2
352	North-East Region	3	Serangoon	32	Private room	2	Real Bed	4	High risk	0	flexible	0	3	32	2
353	North-East Region	3	Serangoon	32	Private room	2	Real Bed	4	High risk	0	flexible	0	3	32	2
354	North Region	2	Woodlands	40	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	2	40	2
355	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
356	Central Region	0	Marine Parade	18	Private room	2	Real Bed	4	High risk	0	moderate	1	0	18	2
358	North Region	2	Yishun	41	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	2	41	2
359	Central Region	0	Bukit Timah	6	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	6	3
360	Central Region	0	Toa Payoh	38	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	38	3
361	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
363	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
364	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	10	0
365	East Region	1	Tampines	36	Private room	2	Real Bed	4	Low risk	1	moderate	1	1	36	2
366	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
367	North-East Region	3	Sengkang	31	Shared room	3	Airbed	0	High risk	0	flexible	0	3	31	3
368	East Region	1	Tampines	36	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	1	36	2
369	East Region	1	Tampines	36	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	1	36	2
370	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
371	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	flexible	0	0	21	2
372	North-East Region	3	Punggol	26	Private room	2	Real Bed	4	High risk	0	flexible	0	3	26	2
373	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	flexible	0	3	12	2
374	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
375	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
376	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	29	0
377	Central Region	0	Outram	23	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	2
378	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
379	East Region	1	Pasir Ris	24	Shared room	3	Real Bed	4	High risk	0	flexible	0	1	24	3
380	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	3	31	2
381	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
382	East Region	1	Tampines	36	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	1	36	2
383	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
384	North Region	2	Yishun	41	Private room	2	Real Bed	4	High risk	0	flexible	0	2	41	2
386	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
387	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	6	2
388	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
389	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
390	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
391	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
392	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	1	1	0
393	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	2
394	West Region	4	Bukit Panjang	5	Private room	2	Real Bed	4	High risk	0	moderate	1	4	5	2
395	East Region	1	Pasir Ris	24	Private room	2	Real Bed	4	Low risk	1	flexible	0	1	24	2
396	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
397	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
398	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
399	East Region	1	Tampines	36	Private room	2	Real Bed	4	Medium risk	2	moderate	1	1	36	2
400	North-East Region	3	Punggol	26	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	26	2
401	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
402	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
403	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
404	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
405	Central Region	0	Queenstown	27	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	27	3
406	North-East Region	3	Ang Mo Kio	0	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	0	2
407	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	Medium risk	2	flexible	0	0	4	2
408	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	0
409	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	28	0
410	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
411	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	6	2
412	Central Region	0	Queenstown	27	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	27	3
413	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
414	North Region	2	Woodlands	40	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	2	40	0
415	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
416	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	moderate	1	0	11	2
417	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	10	2
418	West Region	4	Bukit Batok	3	Private room	2	Real Bed	4	High risk	0	flexible	0	4	3	2
419	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
420	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
421	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
422	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
423	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	0	21	0
424	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	37	0
425	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	High risk	0	moderate	1	0	33	2
426	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	moderate	1	0	11	2
427	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
428	North Region	2	Yishun	41	Private room	2	Real Bed	4	High risk	0	moderate	1	2	41	2
429	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	0
430	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	flexible	0	4	14	2
431	North-East Region	3	Ang Mo Kio	0	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	0	2
432	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	flexible	0	0	6	2
433	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	28	0
434	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	2
435	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
436	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	23	0
437	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	moderate	1	0	27	2
438	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	2
439	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	4	0
440	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	flexible	0	0	37	2
441	West Region	4	Clementi	9	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	4	9	2
442	Central Region	0	Bukit Timah	6	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	6	0
443	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	6	2
444	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
445	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	flexible	0	0	28	2
446	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	30	2
447	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
448	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
449	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
450	Central Region	0	Novena	21	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	1
